,geometry,TOT_P_2018,distance,weighted_distance,avg_bycicle,population_normal,distance_normal,avg_bycicle_normal,weighted_distance_normal
1724,POINT (4.339458590028668 50.837786575530686),19635.0,9.18021365215782e-05,1.8025349506011878,7885.0,0.6757872999483737,0.0005264881012744469,0.13473519450738353,0.04793797007791722
1725,POINT (4.320894646635371 50.84855579970148),12232.0,3.159496740477802e-05,0.38646964129524475,1663.4,0.4209946652899673,0.00018119811835598935,0.02842340171763878,0.0021682348933032324
1726,POINT (4.32107431275424 50.84889264936584),12232.0,0.0003817690540720148,4.669799069408885,1663.4,0.4209946652899673,0.002189457370161229,0.02842340171763878,0.026199266915436996
1727,POINT (4.32087979855542 50.84852791105707),12232.0,3.159496740477802e-05,0.38646964129524475,1663.4,0.4209946652899673,0.00018119811835598935,0.02842340171763878,0.0021682348933032324
1728,POINT (4.319014074795136 50.84500560599197),12232.0,0.003985919984306436,48.75577324803633,1663.4,0.4209946652899673,0.022859374780194845,0.02842340171763878,0.2735375758159801
1729,POINT (4.3182283173022 50.837903386936496),10427.0,0.00041526825585510636,4.330002103801194,1663.4,0.35887110652211324,0.0023815763317590766,0.02842340171763878,0.02429288266491755
1730,POINT (4.318028907490822 50.83826764433374),10427.0,0.00041526825585510636,4.330002103801194,1663.4,0.35887110652211324,0.0023815763317590766,0.02842340171763878,0.02429288266491755
1731,POINT (4.31921043917801 50.836704525100316),10427.0,0.0007933055670593893,8.271797147728252,1663.4,0.35887110652211324,0.00454963204078996,0.02842340171763878,0.04640778288799378
1732,POINT (4.318647364476242 50.837263345825555),10427.0,0.0007650184035483056,7.976846893798182,1663.4,0.35887110652211324,0.004387404280394757,0.02842340171763878,0.04475300495972887
1733,POINT (4.333362127395757 50.835660041181605),20643.0,0.002900230334146263,59.86945478778131,705.0666666666667,0.7104801239029427,0.016632910951090037,0.012047849647939871,0.14237368776385412
1734,POINT (4.329891314134796 50.83278246124901),5482.0,0.0016083309920388673,8.816870498357071,705.0666666666667,0.18867664773705042,0.009223828140648527,0.012047849647939871,0.020967125420417513
1735,POINT (4.329891314134796 50.83278246124901),5482.0,0.0016083309920388673,8.816870498357071,705.0666666666667,0.18867664773705042,0.009223828140648527,0.012047849647939871,0.020967125420417513
1736,POINT (4.33112618000592 50.83381291496475),20643.0,0.0016083309920388673,33.200776668658335,705.0666666666667,0.7104801239029427,0.009223828140648527,0.012047849647939871,0.07895373404846383
1737,POINT (4.324077504952015 50.83192189139839),5482.0,0.0001609929957523035,0.8825636027141277,705.0666666666667,0.18867664773705042,0.0009232998257310953,0.012047849647939871,0.002098797045170486
1738,POINT (4.323931354038417 50.83198940921186),5482.0,0.0001609929957523035,0.8825636027141277,705.0666666666667,0.18867664773705042,0.0009232998257310953,0.012047849647939871,0.002098797045170486
1739,POINT (4.2399515714826705 50.73272485514876),5323.0,0.0009252387871018859,4.925046063743339,1143.0,0.18320426776802615,0.005306273151194519,0.019531049755477408,0.018986756258604354
1740,POINT (4.232469973186515 50.7261224070088),4362.0,0.0031691440591510456,13.82380638601686,1143.0,0.15012906556530717,0.018175139507515065,0.019531049755477408,0.05329274874191687
1741,POINT (4.231891496630986 50.72300650602476),973.0,0.0009071248925678612,0.882632520468529,1143.0,0.03348821201170194,0.005202389404026362,0.019531049755477408,0.003402674475559364
1742,POINT (4.222540111936146 50.7161519622013),1941.0,0.0019831741360660164,3.8493409981041378,1143.0,0.06680433660299433,0.011373565201813877,0.019531049755477408,0.014839759535508958
1743,POINT (4.222540111936146 50.7161519622013),1941.0,0.0019831741360660164,3.8493409981041378,1143.0,0.06680433660299433,0.011373565201813877,0.019531049755477408,0.014839759535508958
1744,POINT (4.221156843048266 50.7147308545918),1941.0,0.0019831741360660164,3.8493409981041378,1143.0,0.06680433660299433,0.011373565201813877,0.019531049755477408,0.014839759535508958
1745,POINT (4.177077301465164 50.651903033478014),304.0,0.04615671782474062,14.03164221872115,2051.9333333333334,0.010462915160901738,0.2647102088184641,0.03506247771500958,0.09711045680538324
1746,POINT (4.177077301465164 50.651903033478014),304.0,0.04615671782474062,14.03164221872115,2051.9333333333334,0.010462915160901738,0.2647102088184641,0.03506247771500958,0.09711045680538324
1747,POINT (4.290829857674888 51.21142597117836),353.0,0.0019839440040736933,0.7003322334380138,285.8,0.012149371880915505,0.011377980418724417,0.004883616815499076,0.0006750883105921022
1748,POINT (4.307963436789085 50.81821927723079),565.0,0.00444962077887703,2.514035740065522,705.0666666666667,0.01944587850628119,0.02551871322419218,0.012047849647939871,0.005978550176413309
1749,POINT (4.282710773970851 50.81828442609188),2658.0,0.00020380314876533313,0.5417087694182554,767.4,0.09148167268972639,0.0011688173815213212,0.013112972512995069,0.0014021094263487416
1750,POINT (4.2825073287339155 50.818296499161704),2658.0,0.00020380314876533313,0.5417087694182554,767.4,0.09148167268972639,0.0011688173815213212,0.013112972512995069,0.0014021094263487416
1751,POINT (4.278653636039587 50.818423776290146),2658.0,0.000142310856420219,0.3782622563649421,767.4,0.09148167268972639,0.0008161571770152684,0.013112972512995069,0.0009790594231117802
1752,POINT (4.278511390676247 50.81842809328718),2658.0,0.000142310856420219,0.3782622563649421,767.4,0.09148167268972639,0.0008161571770152684,0.013112972512995069,0.0009790594231117802
1753,POINT (4.300622250532429 50.818072599015046),9997.0,0.0007110728258382797,7.108595039905282,705.0666666666667,0.3440715883668904,0.004078024718471067,0.012047849647939871,0.016904728700781666
1754,POINT (4.303520432779916 50.81797670672491),565.0,0.0028997682098665964,1.638369038574627,705.0666666666667,0.01944587850628119,0.01663026065400793,0.012047849647939871,0.003896154437464423
1755,POINT (4.126293521911456 50.87562988275076),804.0,0.009566194812489319,7.691220629241412,1174.4,0.027671657201858543,0.054862424057692094,0.02006759827894372,0.030465307094319508
1756,POINT (4.167393814703535 50.85732543719882),151.0,0.0075567191369790045,1.1410645896838296,1174.4,0.005197040096368955,0.043338018711113514,0.02006759827894372,0.004519813539999856
1757,POINT (4.167393814703535 50.85732543719882),151.0,0.0075567191369790045,1.1410645896838296,1174.4,0.005197040096368955,0.043338018711113514,0.02006759827894372,0.004519813539999856
1758,POINT (4.160491728830273 50.86040199610664),151.0,0.0033547810028377346,0.5065719314284979,1174.4,0.005197040096368955,0.01923977313927181,0.02006759827894372,0.0020065565922861715
1759,POINT (4.157427801277115 50.86176834288766),151.0,0.00022988848789553607,0.03471316167222595,1174.4,0.005197040096368955,0.001318417610776688,0.02006759827894372,0.0001375005583038945
1760,POINT (4.157217897806059 50.86186209388608),151.0,0.00022988848789553607,0.03471316167222595,1174.4,0.005197040096368955,0.001318417610776688,0.02006759827894372,0.0001375005583038945
1761,POINT (4.203325945134734 50.841249001403874),370.0,0.0035031246617505257,1.2961561248476945,1174.4,0.012734469110308037,0.02009052862576032,0.02006759827894372,0.005134138817385979
1762,POINT (4.200130120101868 50.842683778304675),411.0,0.0035031246617505257,1.4397842359794661,1174.4,0.014145585957666495,0.02009052862576032,0.02006759827894372,0.0057030569025557755
1763,POINT (4.200130120101868 50.842683778304675),411.0,0.0035031246617505257,1.4397842359794661,1174.4,0.014145585957666495,0.02009052862576032,0.02006759827894372,0.0057030569025557755
1764,POINT (4.207813296194289 50.8392342965344),1253.0,0.004918877437259241,6.163353428885829,1174.4,0.043125107554637755,0.02820991471952961,0.02006759827894372,0.024413349192968548
1765,POINT (4.207813296194289 50.8392342965344),1253.0,0.004918877437259241,6.163353428885829,1174.4,0.043125107554637755,0.02820991471952961,0.02006759827894372,0.024413349192968548
1766,POINT (4.216912172478651 50.83514690526861),1084.0,0.009974784057701797,10.812665918548747,1174.4,0.03730855274479435,0.05720569605618761,0.02006759827894372,0.04282950699196882
1767,POINT (4.216912172478651 50.83514690526861),1084.0,0.009974784057701797,10.812665918548747,1174.4,0.03730855274479435,0.05720569605618761,0.02006759827894372,0.04282950699196882
1768,POINT (4.243223817266976 50.824120124710596),376.0,0.014902443296445687,5.6033186794635785,767.4,0.012940974014799518,0.08546597467970256,0.013112972512995069,0.014503117510445649
1769,POINT (4.2293699416469055 50.82961129457752),302.0,0.013632277813074276,4.116947899548431,767.4,0.01039408019273791,0.07818153622344322,0.013112972512995069,0.01065593134839323
1770,POINT (4.2293699416469055 50.82961129457752),302.0,0.013632277813074276,4.116947899548431,767.4,0.01039408019273791,0.07818153622344322,0.013112972512995069,0.01065593134839323
1771,POINT (3.7203356506978413 51.03168791681259),5085.0,0.0049658646196761875,25.251421591053415,21190.4,0.1750129065565307,0.028479387668551,0.36209165068982374,1.8047590803471416
1772,POINT (3.7203356506978413 51.03168791681259),5085.0,0.0049658646196761875,25.251421591053415,21190.4,0.1750129065565307,0.028479387668551,0.36209165068982374,1.8047590803471416
1773,POINT (4.9317537401323746 52.36130258956433),22906.0,0.0001953501271416043,4.474690012305588,2719.8,0.7883668903803132,0.001120339040239332,0.04647467115043522,0.041048205139986776
1774,POINT (4.930965894578151 52.36131203768274),14082.0,0.00020254817400367598,2.852283386319765,2719.8,0.4846670108415075,0.0011616200623254121,0.04647467115043522,0.026165189820311987
1775,POINT (4.934392016156178 52.35842715920724),12700.0,0.0027597940307656737,35.049384190724055,2719.8,0.4371020478403029,0.015827504393918362,0.04647467115043522,0.32152267717641336
1776,POINT (4.931814365171192 52.36077029671017),22906.0,3.539736923253659e-05,0.810812139640483,2719.8,0.7883668903803132,0.00020300501081440772,0.04647467115043522,0.0074379192628821625
1777,POINT (4.931818370827522 52.36073512671634),22906.0,3.539736923253659e-05,0.810812139640483,2719.8,0.7883668903803132,0.00020300501081440772,0.04647467115043522,0.0074379192628821625
1778,POINT (4.931775846449609 52.36110849427095),22906.0,0.0001953501271416043,4.474690012305588,2719.8,0.7883668903803132,0.001120339040239332,0.04647467115043522,0.041048205139986776
1779,POINT (4.93091054569167 52.361117198611815),14082.0,0.00020254817400367598,2.852283386319765,2719.8,0.4846670108415075,0.0011616200623254121,0.04647467115043522,0.026165189820311987
1780,POINT (4.944671461660426 52.353724600237285),12700.0,0.0035802906543437795,45.469691310166,2719.8,0.4371020478403029,0.020533077987493646,0.04647467115043522,0.41711251760876245
1781,POINT (4.939361739544769 52.35616851064518),12700.0,0.0002073348843962719,2.633153031832653,2719.8,0.4371020478403029,0.001189071994943082,0.04647467115043522,0.02415501532360973
1782,POINT (4.939550313534546 52.356082327093),12700.0,0.0002073348843962719,2.633153031832653,2719.8,0.4371020478403029,0.001189071994943082,0.04647467115043522,0.02415501532360973
1783,POINT (4.936904725977787 52.35728577739354),12700.0,0.0026991110861397235,34.27871079397449,2719.8,0.4371020478403029,0.015479485823693153,0.04647467115043522,0.3144529674090977
1784,POINT (4.947949400142331 52.352284600071165),1289.0,0.0035802906543437795,4.6149946534491315,2719.8,0.044364136981586644,0.020533077987493646,0.04647467115043522,0.04233527836202322
1785,POINT (4.478802540917025 51.22971070179131),11642.0,0.0007464008895907143,8.689599156615095,19508.333333333332,0.40068834968163825,0.0042806322602067645,0.33334928169708816,0.5717605132705642
1786,POINT (4.4774004077696965 51.23157620128194),2199.0,0.00031738050802686464,0.6979197371510754,19508.333333333332,0.07568404749612803,0.0018201870608240906,0.33334928169708816,0.0459219050203689
1787,POINT (4.481554316183683 51.22634843948023),11642.0,0.0014276115168072752,16.620253278670297,19508.333333333332,0.40068834968163825,0.008187396343054895,0.33334928169708816,1.0935837630744043
1788,POINT (4.481554316183683 51.22634843948023),11642.0,0.0014276115168072752,16.620253278670297,19508.333333333332,0.40068834968163825,0.008187396343054895,0.33334928169708816,1.0935837630744043
1789,POINT (4.479292070723097 51.229112568783485),11642.0,2.651729889045913e-05,0.3087143936827252,19508.333333333332,0.40068834968163825,0.00015207753188274943,0.33334928169708816,0.020312870249219076
1790,POINT (4.47927527592078 51.229133089547496),11642.0,2.651729889045913e-05,0.3087143936827252,19508.333333333332,0.40068834968163825,0.00015207753188274943,0.33334928169708816,0.020312870249219076
1791,POINT (4.4863454536852485 51.22049437819699),2246.0,0.00030571580932468206,0.6866377077432358,19508.333333333332,0.07730166924797797,0.0017532896518492234,0.33334928169708816,0.045179567104810484
1792,POINT (4.486151827758102 51.22073096043725),2246.0,0.00030571580932468206,0.6866377077432358,19508.333333333332,0.07730166924797797,0.0017532896518492234,0.33334928169708816,0.045179567104810484
1793,POINT (4.482458497763807 51.22524366334314),11642.0,0.0014276115168072752,16.620253278670297,19508.333333333332,0.40068834968163825,0.008187396343054895,0.33334928169708816,1.0935837630744043
1794,POINT (4.487752816989972 51.21877478842714),2246.0,0.00022506135564539888,0.5054878047795659,19508.333333333332,0.07730166924797797,0.0012907338575518597,0.33334928169708816,0.0332602185099362
1795,POINT (4.487610273777213 51.218948955146985),2246.0,0.00022506135564539888,0.5054878047795659,19508.333333333332,0.07730166924797797,0.0012907338575518597,0.33334928169708816,0.0332602185099362
1796,POINT (4.4874149668142005 51.21918759136441),2246.0,0.0002288520902846321,0.5140017947792836,19508.333333333332,0.07730166924797797,0.0013124738383220901,0.33334928169708816,0.03382042424606768
1797,POINT (4.487270022729501 51.21936469159461),2246.0,0.0002288520902846321,0.5140017947792836,19508.333333333332,0.07730166924797797,0.0013124738383220901,0.33334928169708816,0.03382042424606768
1798,POINT (4.487104352177265 51.21956711650213),2246.0,7.364362346004725e-05,0.16540357829126612,19508.333333333332,0.07730166924797797,0.00042234846546667325,0.33334928169708816,0.010883267814328171
1799,POINT (4.487057709790984 51.219624106598445),2246.0,7.364362346004725e-05,0.16540357829126612,19508.333333333332,0.07730166924797797,0.00042234846546667325,0.33334928169708816,0.010883267814328171
1800,POINT (4.486767442315783 51.21997877051443),2246.0,0.00045830306617106073,1.0293486866202024,19508.333333333332,0.07730166924797797,0.002628382304151965,0.33334928169708816,0.0677293535396638
1801,POINT (4.493183127190335 51.21213975265754),1519.0,0.00010659647198331038,0.16192004094264847,19508.333333333332,0.052280158320426776,0.0006113340741678313,0.33334928169708816,0.010654057114669307
1802,POINT (4.493115614029128 51.212222243753445),1519.0,0.00010659647198331038,0.16192004094264847,19508.333333333332,0.052280158320426776,0.0006113340741678313,0.33334928169708816,0.010654057114669307
1803,POINT (4.488946130298795 51.21731673608828),2246.0,0.0018841213538077308,4.2317365606521635,19508.333333333332,0.07730166924797797,0.010805494422275342,0.33334928169708816,0.27844090669042887
1804,POINT (4.49420456787337 51.210891605822006),1519.0,1.9040102978071956e-05,0.0289219164236913,19508.333333333332,0.052280158320426776,0.00010919558133201837,0.33334928169708816,0.0019030118053937498
1805,POINT (4.494312229893734 51.21076001647251),1519.0,0.00015098009443644268,0.22933876344895643,19508.333333333332,0.052280158320426776,0.0008658755260167105,0.33334928169708816,0.015090091814256983
1806,POINT (4.494216624652421 51.21087686948595),1519.0,1.9040102978071956e-05,0.0289219164236913,19508.333333333332,0.052280158320426776,0.00010919558133201837,0.33334928169708816,0.0019030118053937498
1807,POINT (4.499615218587169 51.20427846587372),3253.0,0.006016481002638529,19.571612701583135,19508.333333333332,0.11196007571846497,0.03450470522206627,0.33334928169708816,1.2877780806806367
1808,POINT (4.495805397694913 51.20893499982335),1519.0,0.00018670729492660743,0.2836083809935167,19508.333333333332,0.052280158320426776,0.0010707721293272124,0.33334928169708816,0.018660938273688144
1809,POINT (4.495687168890961 51.209079504369626),1519.0,0.00018670729492660743,0.2836083809935167,19508.333333333332,0.052280158320426776,0.0010707721293272124,0.33334928169708816,0.018660938273688144
1810,POINT (4.507559828898627 51.196046094816154),298.0,0.00023614380553105168,0.0703708540482534,19508.333333333332,0.010256410256410256,0.0013542920514986322,0.33334928169708816,0.004630279821283538
1811,POINT (4.507389412376357 51.19620956379128),298.0,0.00023614380553105168,0.0703708540482534,19508.333333333332,0.010256410256410256,0.0013542920514986322,0.33334928169708816,0.004630279821283538
1812,POINT (4.530771952242596 51.17399468083045),1469.0,0.00261436576463653,3.8405033082510625,4940.8,0.050559284116331094,0.014993468775499274,0.0844260810427496,0.06399995459713771
1813,POINT (4.528867397014104 51.17578565200077),1469.0,0.00261436576463653,3.8405033082510625,4940.8,0.050559284116331094,0.014993468775499274,0.0844260810427496,0.06399995459713771
1814,POINT (4.553417265483943 51.1404797987253),3880.0,0.004497274158337654,17.449423734350095,4940.8,0.1335398382378248,0.025792006833928998,0.0844260810427496,0.29078540938770575
1815,POINT (4.553417265483943 51.1404797987253),3880.0,0.004497274158337654,17.449423734350095,4940.8,0.1335398382378248,0.025792006833928998,0.0844260810427496,0.29078540938770575
1816,POINT (4.552933619125752 51.135649656260576),3880.0,0.0009940766986568854,3.857017590788715,4940.8,0.1335398382378248,0.005701060709780055,0.0844260810427496,0.06427515637351515
1817,POINT (4.552003824860436 51.135297987230096),4099.0,0.0009940766986568854,4.0747203877945735,4940.8,0.1410772672517639,0.005701060709780055,0.0844260810427496,0.06790305824098933
1818,POINT (4.553894032130035 51.14524123398489),281.0,0.00028797109829024024,0.0809198786195575,4940.8,0.009671313027017726,0.0016515231835057436,0.0844260810427496,0.0013484869408994197
1819,POINT (4.545500195228271 51.15750113572159),55.0,0.014858051303145431,0.8171928216729987,4940.8,0.0018929616245052486,0.08521138522078571,0.0844260810427496,0.01361808577844865
1820,POINT (4.553865340807577 51.144954695747536),281.0,0.00028797109829024024,0.0809198786195575,4940.8,0.009671313027017726,0.0016515231835057436,0.0844260810427496,0.0013484869408994197
1821,POINT (6.541083028003578 53.22000704726358),9565.0,0.00018977077925722528,1.8151575035953598,10753.866666666667,0.3292032352435037,0.00108834130701331,0.18375704718323418,0.06583748172809162
1822,POINT (6.558502021385732 53.238192399915754),2025.0,0.0007007300848453827,1.4189784218119,10753.866666666667,0.06969540526587506,0.004018708777975021,0.18375704718323418,0.05146769122434409
1823,POINT (6.5582474582676005 53.23884525539034),2025.0,0.0007007300848453827,1.4189784218119,10753.866666666667,0.06969540526587506,0.004018708777975021,0.18375704718323418,0.05146769122434409
1824,POINT (6.558301239168563 53.23291013685377),12425.0,0.0002401988673880167,2.9844709272961074,10753.866666666667,0.4276372397177766,0.0013775479570637724,0.18375704718323418,0.10824958702188756
1825,POINT (6.558403499121819 53.23312748081585),12425.0,0.0002401988673880167,2.9844709272961074,10753.866666666667,0.4276372397177766,0.0013775479570637724,0.18375704718323418,0.10824958702188756
1826,POINT (6.555996502550415 53.23012134702642),12425.0,0.00036754372059946504,4.566730728448353,10753.866666666667,0.4276372397177766,0.0021078746413300963,0.18375704718323418,0.16563964851303473
1827,POINT (6.555690666367033 53.22991750243982),12425.0,0.00036754372059946504,4.566730728448353,10753.866666666667,0.4276372397177766,0.0021078746413300963,0.18375704718323418,0.16563964851303473
1828,POINT (6.550447013444001 53.226447015019325),9565.0,7.534039070161774e-05,0.7206308370609736,10753.866666666667,0.3292032352435037,0.0004320794782422763,0.18375704718323418,0.02613796294466229
1829,POINT (6.550509861867786 53.226488563185335),9565.0,7.534039070161774e-05,0.7206308370609736,10753.866666666667,0.3292032352435037,0.0004320794782422763,0.18375704718323418,0.02613796294466229
1830,POINT (6.547065081518096 53.22421770670222),9565.0,0.00037600956008296943,3.5965314421936028,10753.866666666667,0.3292032352435037,0.0021564264934355953,0.18375704718323418,0.13044960155849564
1831,POINT (6.547380099902612 53.22442300308965),9565.0,0.00037600956008296943,3.5965314421936028,10753.866666666667,0.3292032352435037,0.0021564264934355953,0.18375704718323418,0.13044960155849564
1832,POINT (6.54591693088159 53.26426439360833),1.0,0.017789210035842728,0.017789210035842728,10753.866666666667,3.441748408191361e-05,0.10202167149717403,0.18375704718323418,0.0006452314955435769
1833,POINT (6.556634582842158 53.2422167049887),2025.0,0.00029220022673698065,0.5917054591423858,10753.866666666667,0.06969540526587506,0.0016757773663639687,0.18375704718323418,0.02146171738680323
1834,POINT (6.553672069759807 53.248254589903134),35.0,0.006638342781476717,0.2323419973516851,10753.866666666667,0.0012046119428669765,0.03807110181806174,0.18375704718323418,0.00842726428698933
1835,POINT (6.551124805214448 53.22689509316193),9565.0,0.0007371715821117757,7.051046182899134,10753.866666666667,0.3292032352435037,0.00422770189545951,0.18375704718323418,0.2557481228549288
1836,POINT (6.542991423542496 53.2215238306318),9565.0,0.0022481272772391847,21.503337406792802,10753.866666666667,0.3292032352435037,0.012893079687080497,0.18375704718323418,0.7799464128090935
1837,POINT (6.541226941657141 53.22013074774449),9565.0,0.00018977077925722528,1.8151575035953598,10753.866666666667,0.3292032352435037,0.00108834130701331,0.18375704718323418,0.06583748172809162
1838,POINT (6.542330549682067 53.21340672797831),9104.0,2.1924163065190605e-05,0.19959758054549526,10753.866666666667,0.3133367750817415,0.0001257357554146946,0.18375704718323418,0.007239593278327856
1839,POINT (6.542316806647856 53.21342381007235),9104.0,2.1924163065190605e-05,0.19959758054549526,10753.866666666667,0.3133367750817415,0.0001257357554146946,0.18375704718323418,0.007239593278327856
1840,POINT (4.627517937092874 52.40502813998704),4254.0,0.008014244665105115,34.09259680535716,2719.8,0.1464119772844605,0.045961941810453204,0.04647467115043522,0.31274566586124164
1841,POINT (4.624031577925807 52.39770885330894),5344.0,9.314372947783678e-05,0.49776009032955976,2719.8,0.18392703493374635,0.0005341821785038775,0.04647467115043522,0.004566161732356166
1842,POINT (4.624066207248568 52.397795320437645),5344.0,9.314372947783678e-05,0.49776009032955976,2719.8,0.18392703493374635,0.0005341821785038775,0.04647467115043522,0.004566161732356166
1843,POINT (4.623925061939641 52.396130010790095),5344.0,0.0003126772900522985,1.6709474380394833,2719.8,0.18392703493374635,0.0017932139598143212,0.04647467115043522,0.01532830051381354
1844,POINT (4.623950088512842 52.39581833666806),5344.0,0.0003126772900522985,1.6709474380394833,2719.8,0.18392703493374635,0.0017932139598143212,0.04647467115043522,0.01532830051381354
1845,POINT (4.623947272811658 52.39083012165641),8500.0,0.00012393465630050393,1.0534445785542834,2719.8,0.2925486146962657,0.000710769099174684,0.04647467115043522,0.00966368822090151
1846,POINT (4.623961216832937 52.390953269385996),5344.0,0.00012393465630050393,0.662306803269893,2719.8,0.18392703493374635,0.000710769099174684,0.04647467115043522,0.006075617629705608
1847,POINT (4.706681031050899 52.51899410232476),1157.0,0.00010095826081637124,0.11680870776454153,2719.8,0.03982102908277405,0.0005789987581899899,0.04647467115043522,0.001071535186855357
1848,POINT (4.706687400429815 52.519094859465646),1157.0,0.00010095826081637124,0.11680870776454153,2719.8,0.03982102908277405,0.0005789987581899899,0.04647467115043522,0.001071535186855357
1849,POINT (4.693866460752657 52.50188957122242),1554.0,0.004584177303100738,7.123811529018547,2719.8,0.053484770263293756,0.026290399065468623,0.04647467115043522,0.06534970606178074
1850,POINT (4.697464701043846 52.50472987901439),368.0,0.004584177303100738,1.6869772475410716,2719.8,0.01266563414214421,0.026290399065468623,0.04647467115043522,0.015475348668426843
1851,POINT (4.6892133770175874 52.49823600825196),5466.0,0.0001510644086906932,0.8257180579033291,2719.8,0.1881259679917398,0.0008663590708808357,0.04647467115043522,0.007574657492562998
1852,POINT (4.689094569616369 52.498142706285265),5466.0,0.0001510644086906932,0.8257180579033291,2719.8,0.1881259679917398,0.0008663590708808357,0.04647467115043522,0.007574657492562998
1853,POINT (4.684496859115966 52.49453189866661),5466.0,0.0058460989988592515,31.954777127764668,2719.8,0.1881259679917398,0.03352755914398994,0.04647467115043522,0.293134550803709
1854,POINT (4.677679560402549 52.48917779427256),4613.0,0.00028646840429221067,1.3214787489999678,2719.8,0.1587678540698675,0.0016429051868033125,0.04647467115043522,0.012122477898560472
1855,POINT (4.677904774544175 52.489354833073584),4613.0,0.00028646840429221067,1.3214787489999678,2719.8,0.1587678540698675,0.0016429051868033125,0.04647467115043522,0.012122477898560472
1856,POINT (4.668445309004518 52.48329677652099),4613.0,0.000627838808273743,2.8962204225667763,2719.8,0.1587678540698675,0.003600675045256255,0.04647467115043522,0.026568242651267997
1857,POINT (4.671310588975628 52.484708846776854),4613.0,0.0031943343156829677,14.73546419824553,2719.8,0.1587678540698675,0.018319606410297774,0.04647467115043522,0.13517458317316072
1858,POINT (4.6633362434799395 52.481400563266625),1735.0,0.00276953895069535,4.805150079456432,2719.8,0.059714334882120114,0.01588339181206838,0.04647467115043522,0.04407965370730158
1859,POINT (4.665932718012914 52.48236423644724),1735.0,0.00042742186877769983,0.7415769423293093,2719.8,0.059714334882120114,0.0024512776789574267,0.04647467115043522,0.006802795807554317
1860,POINT (4.666333430917435 52.48251295975429),189.0,0.00042742186877769983,0.08078273319898527,2719.8,0.006504904491481673,0.0024512776789574267,0.04647467115043522,0.0007410538372494329
1861,POINT (4.667856702920431 52.48307831726403),4613.0,0.000627838808273743,2.8962204225667763,2719.8,0.1587678540698675,0.003600675045256255,0.04647467115043522,0.026568242651267997
1862,POINT (4.659246325447096 52.47988053591006),1735.0,0.00016383888979613993,0.28426047379630276,2719.8,0.059714334882120114,0.0009396211163713792,0.04647467115043522,0.0026076403526259753
1863,POINT (4.659399865808871 52.4799377070489),1735.0,0.00016383888979613993,0.28426047379630276,2719.8,0.059714334882120114,0.0009396211163713792,0.04647467115043522,0.0026076403526259753
1864,POINT (4.651631990952286 52.464902691668016),1424.0,0.00271260428036766,3.862748495243548,2719.8,0.04901049733264498,0.015556869711240519,0.04647467115043522,0.03543460936978622
1865,POINT (4.65029631606202 52.47080250211014),1424.0,0.0033366458050724085,4.7513836264231095,2719.8,0.04901049733264498,0.01913576721741117,0.04647467115043522,0.04358643152035861
1866,POINT (4.651013431866132 52.467543829044),1424.0,0.00271260428036766,3.862748495243548,2719.8,0.04901049733264498,0.015556869711240519,0.04647467115043522,0.03543460936978622
1867,POINT (4.652458658594239 52.453489269644834),495.0,0.004515528228485563,2.2351864731003537,2719.8,0.017036654620547237,0.025896694492591982,0.04647467115043522,0.020504301442475205
1868,POINT (4.652790632567623 52.45799257825776),897.0,0.004515528228485563,4.05042882095155,2719.8,0.03087248322147651,0.025896694492591982,0.04647467115043522,0.03715627958363689
1869,POINT (4.639318912372831 52.444027321736),1153.0,0.00023240358595726638,0.2679613346087281,2719.8,0.0396833591464464,0.0013328417761960646,0.04647467115043522,0.0024581215240284983
1870,POINT (4.639502201551035 52.444170208068165),1153.0,0.00023240358595726638,0.2679613346087281,2719.8,0.0396833591464464,0.0013328417761960646,0.04647467115043522,0.0024581215240284983
1871,POINT (4.631751366622244 52.4282559298655),3232.0,0.00011170363840272268,0.3610261593175997,2719.8,0.11123730855274479,0.0006406238320420065,0.04647467115043522,0.003311844129496388
1872,POINT (4.631768178835241 52.428366361076336),3232.0,0.00011170363840272268,0.3610261593175997,2719.8,0.11123730855274479,0.0006406238320420065,0.04647467115043522,0.003311844129496388
1873,POINT (4.630960960256085 52.418631233435995),1380.0,0.009657097057800908,13.326793939765253,2719.8,0.047496128033040784,0.05538375125495654,0.04647467115043522,0.1222522610490181
1874,POINT (4.630960960256085 52.418631233435995),1380.0,0.009657097057800908,13.326793939765253,2719.8,0.047496128033040784,0.05538375125495654,0.04647467115043522,0.1222522610490181
1875,POINT (3.316822684057586 51.13215458696759),259.0,0.005089064724264239,1.3180677635844378,23355.666666666668,0.008914128377215625,0.029185944090864006,0.39909071543220637,0.10383033490679432
1876,POINT (3.316822684057586 51.13215458696759),259.0,0.005089064724264239,1.3180677635844378,23355.666666666668,0.008914128377215625,0.029185944090864006,0.39909071543220637,0.10383033490679432
1877,POINT (3.312047761288306 51.13391489725704),180.0,0.005089064724264239,0.916031650367563,23355.666666666668,0.00619514713474445,0.029185944090864006,0.39909071543220637,0.07216007831360223
1878,POINT (3.328321739383444 51.12794258956661),1596.0,0.007912233219792512,12.627924218788849,6758.2,0.05493030459473412,0.045376903006500414,0.11548096277993651,0.28784404893034904
1879,POINT (3.328321739383444 51.12794258956661),1596.0,0.007912233219792512,12.627924218788849,6758.2,0.05493030459473412,0.045376903006500414,0.11548096277993651,0.28784404893034904
